gene	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000221986.7	MYBPHL	4.890073611	1.519912387	0.526896224	2.884652267	0.003918462	0.044646918
ENSG00000170439.7	METTL7B	4.610754804	1.495674853	0.46595371	3.209921543	0.001327712	0.022319298
ENSG00000145244.12	CORIN	12.75372695	1.472316948	0.396832654	3.71017086	0.000207119	0.006579809
ENSG00000179869.15	ABCA13	137.5197755	1.456941474	0.361789313	4.027043981	5.65E-05	0.002695754
ENSG00000266265.4	KLF14	2.444248289	1.384697826	0.468753352	2.954000909	0.003136831	0.03826429
ENSG00000108950.12	FAM20A	27.77808813	1.345571566	0.406207456	3.312523061	0.000924585	0.017626516
ENSG00000105205.7	CLC	8.16460918	1.344750142	0.446989146	3.00846263	0.002625731	0.034229051
ENSG00000189127.8	ANKRD34B	14.19488251	1.340511293	0.414513035	3.233942436	0.001220941	0.021016191
ENSG00000115884.11	SDC1	12.50196386	1.336179257	0.453500714	2.946366384	0.003215313	0.038874245
ENSG00000103316.12	CRYM	4.390191472	1.323182654	0.441673682	2.995837667	0.002736921	0.034943745
ENSG00000186417.14	GLDN	5.008325968	1.322243349	0.429430097	3.079065392	0.002076511	0.02989913
ENSG00000163959.10	SLC51A	8.123157331	1.321958178	0.387295706	3.41330451	0.000641802	0.014016953
ENSG00000087237.12	CETP	10.34691837	1.317957705	0.273353338	4.821443608	1.43E-06	0.0001544
ENSG00000115590.14	IL1R2	1047.478659	1.315739445	0.338807346	3.883444271	0.000102987	0.004134631
ENSG00000257017.9	HP	28.53949621	1.309455357	0.423511531	3.091900131	0.001988797	0.029096555
ENSG00000115602.17	IL1RL1	15.89339358	1.297263967	0.352322682	3.682033644	0.000231381	0.0070815
ENSG00000135519.8	KCNH3	51.50734859	1.281095305	0.296417559	4.321927856	1.55E-05	0.001006989
ENSG00000100985.7	MMP9	718.462925	1.265157193	0.278112174	4.549089577	5.39E-06	0.000453976
ENSG00000276644.5	DACH1	25.25146497	1.259074973	0.223518583	5.632976711	1.77E-08	4.24E-06
ENSG00000099377.14	HSD3B7	7.397774204	1.258410019	0.308516849	4.078902086	4.52E-05	0.002270667
ENSG00000053108.17	FSTL4	7.0877963	1.254560507	0.341471569	3.673982322	0.000238799	0.007211526
ENSG00000106070.20	GRB10	222.7432026	1.250500665	0.238219485	5.249363477	1.53E-07	2.82E-05
ENSG00000008438.5	PGLYRP1	45.03691925	1.248497487	0.336577449	3.709391378	0.000207758	0.006579809
ENSG00000087085.16	ACHE	28.00026295	1.228184481	0.356471941	3.445388938	0.000570238	0.01297292
ENSG00000115594.12	IL1R1	216.6500695	1.220181389	0.280102881	4.356190072	1.32E-05	0.000926421
ENSG00000166165.13	CKB	11.79026794	1.203429373	0.349048605	3.44774153	0.000565295	0.012911891
ENSG00000157554.19	ERG	7.625715483	1.192386025	0.395567556	3.014367601	0.002575156	0.033871345
ENSG00000054598.9	FOXC1	6.782490256	1.168084915	0.377700163	3.092624864	0.001983948	0.029087952
ENSG00000111886.11	GABRR2	23.99237224	1.130558101	0.230824366	4.897914904	9.69E-07	0.000113976
ENSG00000203721.7	LINC00862	14.58277671	1.127214829	0.277064439	4.068421172	4.73E-05	0.002340914
ENSG00000018280.17	SLC11A1	1593.687871	1.1199815	0.186184255	6.015446912	1.79E-09	5.44E-07
ENSG00000143369.15	ECM1	4.897179724	1.112921898	0.309848354	3.591827698	0.000328367	0.009018529
ENSG00000139572.4	GPR84	16.46986418	1.102796104	0.289675807	3.807001055	0.000140662	0.005066064
ENSG00000154917.11	RAB6B	63.62542925	1.101205936	0.261866907	4.205212285	2.61E-05	0.001530147
ENSG00000214456.8	PLIN5	101.8603097	1.059211417	0.228034693	4.644957311	3.40E-06	0.000326972
ENSG00000167676.4	PLIN4	141.0942208	1.056318579	0.226030031	4.673355004	2.96E-06	0.000293098
ENSG00000183762.13	KREMEN1	223.6485161	1.055945027	0.212792687	4.962318218	6.97E-07	8.87E-05
ENSG00000171916.17	LGALS9C	5.20116486	1.053598307	0.334926791	3.145757026	0.001656576	0.025666581
ENSG00000157557.13	ETS2	558.3292715	1.047350751	0.203524848	5.146058386	2.66E-07	4.27E-05
ENSG00000164120.14	HPGD	31.83175731	1.045657657	0.250116823	4.180677036	2.91E-05	0.001639367
ENSG00000178814.17	OPLAH	79.55245018	1.031102986	0.226473575	4.552862238	5.29E-06	0.000451301
ENSG00000055955.17	ITIH4	2.765424921	1.017369629	0.316711007	3.212296404	0.001316784	0.022190256
ENSG00000183160.9	TMEM119	25.99109851	1.010421389	0.266217212	3.795477311	0.00014736	0.00519757
ENSG00000106211.10	HSPB1	158.9348323	1.001019222	0.233970196	4.278404855	1.88E-05	0.001172792
ENSG00000109321.11	AREG	22.91697671	1.000176395	0.326167884	3.066446583	0.002166195	0.030704635
ENSG00000272398.6	CD24	45.58926309	0.997348308	0.264139252	3.775842858	0.000159468	0.005495373
ENSG00000182534.14	MXRA7	28.20525947	0.995689378	0.234861352	4.239477333	2.24E-05	0.001353167
ENSG00000142185.17	TRPM2	126.1194962	0.986813204	0.189938407	5.195437926	2.04E-07	3.46E-05
ENSG00000158089.15	GALNT14	44.84200212	0.981676963	0.269999996	3.635840664	0.000277076	0.008045362
ENSG00000005961.19	ITGA2B	1670.581048	0.979684418	0.249827452	3.921444223	8.80E-05	0.003735506
ENSG00000132470.14	ITGB4	16.91983149	0.979266102	0.299682915	3.267674106	0.001084351	0.019552705
ENSG00000143479.18	DYRK3	51.4818447	0.973678772	0.310443759	3.136409554	0.001710302	0.026233733
ENSG00000109047.8	RCVRN	4.852372891	0.967458627	0.31428994	3.078236058	0.002082299	0.029950876
ENSG00000101187.16	SLCO4A1	11.49554312	0.960688991	0.316547126	3.034900369	0.002406152	0.032876846
ENSG00000198216.12	CACNA1E	81.10234979	0.959111661	0.267322475	3.587845209	0.000333422	0.009102424
ENSG00000172594.13	SMPDL3A	13.81702886	0.948591928	0.270853728	3.50222954	0.000461382	0.011189473
ENSG00000184500.16	PROS1	58.25443664	0.944832678	0.275865581	3.424974859	0.000614856	0.013580564
ENSG00000163221.9	S100A12	340.5022736	0.925217407	0.322364902	2.870093491	0.004103505	0.045987551
ENSG00000157388.20	CACNA1D	9.63082183	0.924516762	0.309297613	2.989084701	0.002798146	0.035431063
ENSG00000179299.17	NSUN7	47.63976685	0.91824025	0.234290071	3.919245266	8.88E-05	0.003735506
ENSG00000138623.10	SEMA7A	38.73811028	0.916596386	0.223613758	4.099016066	4.15E-05	0.002145275
ENSG00000159556.10	ISL2	4.888744961	0.911953032	0.320397967	2.846313419	0.004422864	0.047881395
ENSG00000138031.15	ADCY3	113.1899196	0.909543047	0.199621759	4.556332197	5.21E-06	0.000449712
ENSG00000183696.14	UPP1	296.8104073	0.906228318	0.167346425	5.415283419	6.12E-08	1.29E-05
ENSG00000160781.17	PAQR6	21.23553712	0.905329769	0.220010051	4.114947325	3.87E-05	0.002017636
ENSG00000162551.14	ALPL	794.7944709	0.888555746	0.269368396	3.298663681	0.000971462	0.018338826
ENSG00000100003.18	SEC14L2	18.86621034	0.888455405	0.23662331	3.75472477	0.000173532	0.005800461
ENSG00000145555.15	MYO10	23.7278187	0.884665254	0.265859086	3.327572013	0.000876063	0.017181416
ENSG00000165716.11	DIPK1B	26.98818604	0.871127388	0.251404955	3.465036667	0.000530159	0.012307267
ENSG00000215529.12	EFCAB8	9.484393604	0.866317258	0.228846053	3.785589687	0.000153345	0.005326088
ENSG00000004660.15	CAMKK1	73.76438901	0.865824935	0.142955346	6.056611082	1.39E-09	4.52E-07
ENSG00000184005.11	ST6GALNAC3	27.25483642	0.864395338	0.208530893	4.14516682	3.40E-05	0.001839318
ENSG00000257335.8	MGAM	1536.220969	0.852857101	0.25709341	3.317304403	0.000908905	0.017542056
ENSG00000148346.12	LCN2	70.44791825	0.848881419	0.293403253	2.893224289	0.003813089	0.0435932
ENSG00000172940.13	SLC22A13	4.431589414	0.847094813	0.279823158	3.027250562	0.002467893	0.03315624
ENSG00000070371.16	CLTCL1	29.68677809	0.846049242	0.21952075	3.854074123	0.000116168	0.004442181
ENSG00000163359.17	COL6A3	46.6505565	0.841709199	0.277969903	3.028058754	0.002461302	0.033133502
ENSG00000182795.13	C1orf116	18.28318918	0.834337519	0.290864261	2.868477267	0.004124528	0.04607186
ENSG00000138722.10	MMRN1	122.4785792	0.831540452	0.239923598	3.465855206	0.000528548	0.012290763
ENSG00000155307.19	SAMSN1	288.3407978	0.830038898	0.276696906	2.999812714	0.002701457	0.034591822
ENSG00000204634.13	TBC1D8	141.2657014	0.820680274	0.180905586	4.536511523	5.72E-06	0.000478942
ENSG00000156414.19	TDRD9	50.22495603	0.817372345	0.234987868	3.478359763	0.000504492	0.011976209
ENSG00000103257.9	SLC7A5	336.5054734	0.81660885	0.228052941	3.580786318	0.000342562	0.009168564
ENSG00000110721.12	CHKA	54.4259791	0.807580084	0.205959832	3.921056227	8.82E-05	0.003735506
ENSG00000133112.17	TPT1	5560.39586	0.798134216	0.18667781	4.275463777	1.91E-05	0.001172792
ENSG00000101412.13	E2F1	74.34188813	0.791269535	0.2576441	3.071172734	0.002132198	0.030412223
ENSG00000174837.15	ADGRE1	126.4290988	0.787877871	0.238901479	3.297919603	0.00097404	0.018338826
ENSG00000134668.12	SPOCD1	34.58095203	0.783338356	0.268716008	2.915116078	0.003555563	0.04155501
ENSG00000109466.14	KLHL2	309.2888223	0.782243211	0.194191885	4.028197224	5.62E-05	0.00269198
ENSG00000258469.1	CHMP4BP1	8.941151914	0.778055687	0.229293546	3.393273386	0.000690627	0.01472632
ENSG00000183019.7	MCEMP1	104.3913353	0.777426028	0.269740587	2.882124773	0.003950033	0.044894212
ENSG00000154839.10	SKA1	5.726202192	0.774760167	0.255552669	3.031704459	0.002431772	0.033028541
ENSG00000148926.10	ADM	261.5721064	0.773625985	0.232688221	3.324732049	0.000885035	0.017332474
ENSG00000119686.10	FLVCR2	60.11874646	0.772472509	0.223518046	3.455973794	0.000548309	0.012621269
ENSG00000116717.13	GADD45A	76.10503492	0.768381443	0.172183093	4.46258359	8.10E-06	0.000635253
ENSG00000066923.18	STAG3	14.96269818	0.767492906	0.269317634	2.849768482	0.004375106	0.047818302
ENSG00000181218.5	H2AW	18.87675251	0.759455673	0.258094824	2.942545151	0.003255263	0.039218307
ENSG00000160883.11	HK3	740.5882031	0.75817857	0.172380041	4.398296732	1.09E-05	0.000775659
ENSG00000100504.17	PYGL	669.9530094	0.750815173	0.192760189	3.895073856	9.82E-05	0.003993847
ENSG00000181751.10	MACIR	26.18479217	0.750811688	0.231520543	3.242959258	0.001182951	0.020569789
ENSG00000065665.21	SEC61A2	33.27336769	0.748562759	0.206657556	3.622237552	0.000292066	0.008375414
ENSG00000169231.13	THBS3	53.92202505	0.746090361	0.132163023	5.645227733	1.65E-08	4.02E-06
ENSG00000166963.13	MAP1A	222.4082574	0.745809518	0.239231177	3.117526429	0.001823756	0.027441931
ENSG00000166025.18	AMOTL1	16.07623918	0.741006281	0.245309439	3.020700238	0.002521909	0.033566945
ENSG00000163754.18	GYG1	140.5529153	0.73542229	0.205584255	3.577230617	0.000347254	0.009203911
ENSG00000090376.11	IRAK3	762.185392	0.734745069	0.226029474	3.250660442	0.001151373	0.020209817
ENSG00000156381.9	ANKRD9	252.5623477	0.732415858	0.246282378	2.973886573	0.002940538	0.03662257
ENSG00000051009.11	FAM160A2	192.2949854	0.728803345	0.117302775	6.21301029	5.20E-10	1.77E-07
ENSG00000161911.11	TREML1	278.1021659	0.727455656	0.240853735	3.02032126	0.002525067	0.033566945
ENSG00000142512.15	SIGLEC10	198.100914	0.721087719	0.206660449	3.489239102	0.000484398	0.011600764
ENSG00000086288.12	NME8	17.47105261	0.720786814	0.229534783	3.140207353	0.001688283	0.026010228
ENSG00000203710.12	CR1	828.7681492	0.717734747	0.216528571	3.314734603	0.000917302	0.017566133
ENSG00000074276.10	CDHR2	7.343562048	0.711560372	0.246112924	2.891194659	0.003837803	0.043801015
ENSG00000113916.18	BCL6	1280.548864	0.710968306	0.180741399	3.933621783	8.37E-05	0.003649103
ENSG00000186792.17	HYAL3	8.119929504	0.709585649	0.221188721	3.208055298	0.001336358	0.022409443
ENSG00000204420.10	MPIG6B	732.5443805	0.707900384	0.2475967	2.859086506	0.004248629	0.04692054
ENSG00000248099.4	INSL3	7.410772145	0.706811614	0.238148134	2.967949413	0.002997937	0.037033335
ENSG00000130766.5	SESN2	148.8302698	0.703951524	0.21380581	3.292480798	0.000993077	0.018493176
ENSG00000117394.24	SLC2A1	328.2373077	0.703544155	0.246180118	2.857843112	0.004265312	0.047066703
ENSG00000163599.17	CTLA4	17.00309689	0.69615204	0.209910007	3.316430941	0.000911751	0.017553461
ENSG00000185950.9	IRS2	1159.83685	0.696147123	0.161730312	4.304370129	1.67E-05	0.001068154
ENSG00000140479.18	PCSK6	157.8065097	0.695674128	0.246481544	2.822418732	0.00476629	0.04993288
ENSG00000182885.17	ADGRG3	514.1219299	0.694920281	0.197291247	3.522306708	0.000427809	0.010695222
ENSG00000100427.16	MLC1	37.1245245	0.68786953	0.177845514	3.867792404	0.000109825	0.004345254
ENSG00000137801.11	THBS1	938.8592546	0.684498559	0.20799548	3.290929968	0.000998568	0.018521211
ENSG00000188677.15	PARVB	159.6447975	0.684415597	0.201180498	3.40199773	0.000668952	0.014453655
ENSG00000085063.17	CD59	99.85032622	0.68441515	0.177388909	3.858274757	0.00011419	0.004403098
ENSG00000006638.13	TBXA2R	66.67875913	0.681819121	0.211149114	3.229088242	0.001241856	0.021322428
ENSG00000115425.14	PECR	23.85852583	0.680316405	0.153306183	4.437631892	9.10E-06	0.000674195
ENSG00000213533.13	STIMATE	6.478357301	0.663802212	0.20610493	3.220700309	0.001278778	0.021683626
ENSG00000172638.13	EFEMP2	13.32593249	0.661982535	0.19581221	3.380701006	0.000723012	0.015048504
ENSG00000141098.13	GFOD2	93.84696335	0.660808591	0.224395748	2.944835611	0.003231263	0.038998001
ENSG00000142657.21	PGD	653.6131452	0.660602516	0.161919044	4.079832119	4.51E-05	0.002270042
ENSG00000236438.7	FAM157A	174.4353396	0.654974121	0.199101796	3.289644458	0.00100314	0.018530205
ENSG00000172893.17	DHCR7	24.50390002	0.65439916	0.151048169	4.332387253	1.48E-05	0.000985946
ENSG00000196083.10	IL1RAP	200.3037785	0.65207054	0.230120787	2.833601209	0.004602673	0.049179553
ENSG00000130340.17	SNX9	163.8144065	0.647300968	0.184755703	3.503550674	0.000459099	0.011170598
ENSG00000082014.17	SMARCD3	109.2480682	0.643996424	0.157485751	4.089236148	4.33E-05	0.002196158
ENSG00000204839.9	MROH6	43.63535772	0.642326814	0.211365678	3.038936216	0.002374151	0.032645672
ENSG00000042832.12	TG	47.93988488	0.642253296	0.208253377	3.083999437	0.00204238	0.02965191
ENSG00000159339.13	PADI4	306.3216266	0.631747537	0.176244602	3.584492964	0.000337734	0.009152003
ENSG00000173744.18	AGFG1	508.7222507	0.630596967	0.16770547	3.76014548	0.000169815	0.005737547
ENSG00000012779.11	ALOX5	921.9835029	0.627316057	0.142073627	4.41542932	1.01E-05	0.000731943
ENSG00000183049.13	CAMK1D	250.9891403	0.626152538	0.13556178	4.61894596	3.86E-06	0.000354612
ENSG00000169087.11	HSPBAP1	67.74747518	0.61719834	0.147385509	4.187646033	2.82E-05	0.001609801
ENSG00000131018.25	SYNE1	1356.207021	0.616919942	0.148995252	4.140534233	3.46E-05	0.001854783
ENSG00000182768.9	NGRN	31.96921188	0.61598619	0.212223553	2.902534522	0.003701564	0.042745719
ENSG00000151498.12	ACAD8	44.29817231	0.611691844	0.138082727	4.429894	9.43E-06	0.000688189
ENSG00000182511.12	FES	289.4380253	0.604767526	0.144382756	4.188640972	2.81E-05	0.001609495
ENSG00000075399.14	VPS9D1	141.0873652	0.593445119	0.196411586	3.021436421	0.002515785	0.033566945
ENSG00000110719.10	TCIRG1	995.1722614	0.593116933	0.138616361	4.278837871	1.88E-05	0.001172792
ENSG00000103876.14	FAH	54.61145788	0.591171794	0.176549663	3.348473086	0.000812582	0.016215995
ENSG00000138639.18	ARHGAP24	98.01367821	0.590934702	0.147884327	3.995925159	6.44E-05	0.003012447
ENSG00000121297.8	TSHZ3	55.83572836	0.584938646	0.196904878	2.970666092	0.002971547	0.036807271
ENSG00000135636.15	DYSF	2393.549333	0.584292248	0.174039361	3.357241964	0.000787242	0.01589623
ENSG00000189077.11	TMEM120A	62.47490275	0.577920891	0.16403122	3.523237169	0.00042631	0.010677298
ENSG00000064999.15	ANKS1A	139.1370955	0.575753039	0.137103111	4.199416285	2.68E-05	0.00155438
ENSG00000139631.19	CSAD	146.1540598	0.573521551	0.138916348	4.128538935	3.65E-05	0.00193902
ENSG00000128245.15	YWHAH	297.2203855	0.569214409	0.17973555	3.166955051	0.001540441	0.024718754
ENSG00000052749.14	RRP12	357.2271415	0.56801805	0.142501224	3.986057351	6.72E-05	0.003108511
ENSG00000161921.17	CXCL16	172.0430532	0.567603317	0.192466362	2.949103992	0.003186967	0.038806514
ENSG00000183688.4	RFLNB	237.0013902	0.567407933	0.153249684	3.702506386	0.00021348	0.006698855
ENSG00000007237.19	GAS7	581.6710873	0.562881975	0.146996109	3.829230452	0.000128545	0.004807216
ENSG00000159461.15	AMFR	558.3910392	0.557906714	0.15857635	3.518221448	0.00043445	0.010762102
ENSG00000112977.16	DAP	258.6522044	0.556818125	0.154293519	3.6088238	0.000307588	0.008674756
ENSG00000135596.18	MICAL1	440.0470478	0.554363988	0.106859409	5.187788272	2.13E-07	3.46E-05
ENSG00000076944.16	STXBP2	451.5797182	0.552551611	0.141129806	3.915201372	9.03E-05	0.003769874
ENSG00000110046.13	ATG2A	719.8905824	0.546215057	0.172306427	3.170021381	0.001524277	0.024564137
ENSG00000136026.14	CKAP4	385.8152728	0.546124029	0.174649695	3.126968125	0.001766191	0.026876816
ENSG00000079277.22	MKNK1	222.1733374	0.546081213	0.153018623	3.568723862	0.000358724	0.009377183
ENSG00000123080.12	CDKN2C	17.00857774	0.544823014	0.169407142	3.216056926	0.00129965	0.02192859
ENSG00000178904.19	DPY19L3	69.96093052	0.542421855	0.150149212	3.61255213	0.000303198	0.00858642
ENSG00000225697.13	SLC26A6	42.26577504	0.539671631	0.148050691	3.645181431	0.000267203	0.007866678
ENSG00000023839.12	ABCC2	24.03215265	0.538702897	0.187540105	2.87246772	0.004072797	0.045718484
ENSG00000105639.20	JAK3	921.0187315	0.531472218	0.131275953	4.048511585	5.15E-05	0.002509092
ENSG00000139514.13	SLC7A1	126.5608242	0.5294906	0.166456441	3.180955911	0.0014679	0.023967501
ENSG00000184887.14	BTBD6	43.37252438	0.529437338	0.149348289	3.544984283	0.000392636	0.010036495
ENSG00000081913.14	PHLPP1	109.4087122	0.527892769	0.148549383	3.553651712	0.000379922	0.009747999
ENSG00000176845.13	METRNL	243.1651846	0.52672488	0.166833515	3.157188647	0.001592983	0.025225303
ENSG00000054523.19	KIF1B	403.3268383	0.525757969	0.141698662	3.710394736	0.000206936	0.006579809
ENSG00000198018.7	ENTPD7	32.96709507	0.523772698	0.171897472	3.047006401	0.002311328	0.032127928
ENSG00000134243.12	SORT1	343.3858571	0.521566887	0.170302675	3.062587752	0.002194321	0.030955366
ENSG00000168734.14	PKIG	28.07925699	0.520866282	0.18321136	2.842980277	0.004469384	0.048112844
ENSG00000151465.14	CDC123	93.8023247	0.518569025	0.172385072	3.008201459	0.002627989	0.034229051
ENSG00000158669.11	GPAT4	198.4585648	0.515970075	0.121898481	4.232785099	2.31E-05	0.001387941
ENSG00000196547.15	MAN2A2	838.873206	0.512995138	0.13437467	3.817647627	0.00013473	0.004949565
ENSG00000118263.15	KLF7	273.9301142	0.508436874	0.120450392	4.221130905	2.43E-05	0.001448925
ENSG00000032444.17	PNPLA6	306.3182405	0.505475158	0.124869677	4.048021673	5.17E-05	0.002509092
ENSG00000138463.9	SLC49A4	76.15579251	0.502417306	0.117486543	4.276381724	1.90E-05	0.001172792
ENSG00000140443.15	IGF1R	530.43621	0.501203966	0.10099523	4.962649895	6.95E-07	8.87E-05
ENSG00000115129.14	TP53I3	15.40239981	0.498195428	0.162740893	3.061279917	0.002203929	0.031010337
ENSG00000141562.18	NARF	233.4221749	0.496036871	0.124438217	3.986210066	6.71E-05	0.003108511
ENSG00000087157.19	PGS1	381.9916986	0.495355899	0.150562837	3.29002767	0.001001775	0.018530205
ENSG00000205085.13	FAM71F2	18.7721568	0.49348129	0.159799135	3.088134914	0.00201417	0.029373314
ENSG00000100243.21	CYB5R3	356.5544999	0.491947119	0.148223175	3.318962224	0.000903527	0.017542056
ENSG00000133805.15	AMPD3	137.9081975	0.491400756	0.123761438	3.970548194	7.17E-05	0.003262689
ENSG00000148180.21	GSN	440.4652116	0.489209052	0.132397648	3.694998056	0.000219888	0.006884123
ENSG00000177169.10	ULK1	552.6118246	0.487906992	0.120105295	4.062327065	4.86E-05	0.002394217
ENSG00000140678.17	ITGAX	1781.801687	0.487642001	0.147354283	3.309316786	0.00093524	0.01779722
ENSG00000108405.4	P2RX1	241.7232053	0.485973081	0.117310963	4.142605851	3.43E-05	0.001852633
ENSG00000059804.16	SLC2A3	1139.987407	0.478699262	0.169636396	2.821913659	0.004773803	0.04993288
ENSG00000165233.18	CARD19	174.7538205	0.475592354	0.159687869	2.978262258	0.002898878	0.036258867
ENSG00000145990.11	GFOD1	88.32004415	0.475200394	0.135688074	3.502152994	0.000461515	0.011189473
ENSG00000062598.18	ELMO2	186.5076096	0.473377735	0.128192276	3.69271652	0.000221871	0.006914482
ENSG00000154710.18	RABGEF1	36.33683573	0.47226617	0.166372626	2.838605007	0.004531121	0.048624056
ENSG00000181523.13	SGSH	154.0370209	0.471169845	0.142639177	3.30322886	0.000955783	0.018120062
ENSG00000100580.8	TMED8	135.6104286	0.469645444	0.130048163	3.611319331	0.000304643	0.008609484
ENSG00000116337.20	AMPD2	497.7319701	0.463778701	0.131771856	3.519558072	0.000432266	0.010749108
ENSG00000254901.8	BORCS8	32.41866452	0.46256997	0.147334471	3.139590935	0.001691839	0.026035628
ENSG00000116260.17	QSOX1	277.7165108	0.46238115	0.117683662	3.929017351	8.53E-05	0.003693073
ENSG00000123643.13	SLC36A1	157.8598179	0.461984951	0.134049718	3.44637018	0.000568171	0.01294748
ENSG00000197879.17	MYO1C	84.03738816	0.460378202	0.157570019	2.921737301	0.00348085	0.041066208
ENSG00000170638.10	TRABD	222.1537632	0.456346325	0.121597288	3.752931756	0.000174778	0.005804686
ENSG00000107554.17	DNMBP	64.4661677	0.45354458	0.14548898	3.11738099	0.001824656	0.027441931
ENSG00000064601.21	CTSA	789.8630609	0.452079967	0.155067277	2.915379547	0.003552562	0.04155501
ENSG00000160410.15	SHKBP1	666.4470784	0.449882309	0.113540789	3.962296828	7.42E-05	0.003333122
ENSG00000119402.18	FBXW2	208.6216361	0.445329823	0.111045651	4.010331068	6.06E-05	0.002863839
ENSG00000114480.13	GBE1	44.11206243	0.443475825	0.145328832	3.05153367	0.002276755	0.0317776
ENSG00000141012.13	GALNS	124.6826632	0.441659217	0.117913326	3.745625992	0.000179945	0.005932953
ENSG00000150403.18	TMCO3	115.1818189	0.43796478	0.121715321	3.598271562	0.000320339	0.008887455
ENSG00000123360.12	PDE1B	41.57889545	0.434415665	0.143168683	3.034292525	0.002411005	0.032877345
ENSG00000197006.14	METTL9	379.5580393	0.433172683	0.139039117	3.115473489	0.001836499	0.027477908
ENSG00000137312.15	FLOT1	404.4315612	0.429819653	0.131379756	3.271582058	0.001069475	0.019412686
ENSG00000118495.20	PLAGL1	45.24754206	0.428866099	0.140541515	3.051526082	0.002276813	0.0317776
ENSG00000129219.14	PLD2	32.62169884	0.425682707	0.146026897	2.915097944	0.003555769	0.04155501
ENSG00000014216.16	CAPN1	489.3478017	0.425658392	0.110483651	3.852682167	0.000116831	0.004442181
ENSG00000067064.12	IDI1	132.3203535	0.422160056	0.139616301	3.023716095	0.002496906	0.033480129
ENSG00000143641.10	GALNT2	150.5734672	0.420475489	0.112416836	3.740324889	0.000183783	0.005991023
ENSG00000103005.12	USB1	210.6256437	0.417832766	0.139188463	3.001920973	0.002682818	0.034482549
ENSG00000105404.11	RABAC1	25.54097469	0.414271572	0.139536262	2.968916941	0.002988514	0.036983872
ENSG00000100300.18	TSPO	270.9662567	0.409175131	0.144937124	2.823121636	0.004755852	0.04993288
