gene	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000112038.18	OPRM1	1.08269471	3.380992161	1.28032089	2.640738104	0.008272564	0.027814969
ENSG00000196739.15	COL27A1	1.732805413	3.363437543	0.839110744	4.00833569	6.11E-05	0.000508907
ENSG00000122861.16	PLAU	6.2673301	3.326259196	0.521192509	6.382016508	1.75E-10	1.05E-08
ENSG00000074410.14	CA12	1.946521817	3.301971287	0.822939868	4.012408944	6.01E-05	0.000502276
ENSG00000196421.9	C20orf204	11.87151451	3.301293653	0.477774329	6.909734267	4.86E-12	4.45E-10
ENSG00000091536.19	MYO15A	2.331392362	3.294684295	0.646772536	5.094038652	3.51E-07	7.05E-06
ENSG00000161860.8	SYCE2	1.253052972	3.291416836	0.992608913	3.315925125	0.000913403	0.004705359
ENSG00000211961.3	IGHV1-45	1.980209953	3.288447497	1.055369241	3.115921299	0.001833712	0.00833586
ENSG00000103175.11	WFDC1	3.281685674	3.279484401	0.713256904	4.597900679	4.27E-06	5.67E-05
ENSG00000136244.12	IL6	2.57043633	3.276331596	0.632746228	5.177955163	2.24E-07	4.86E-06
ENSG00000183638.6	RP1L1	0.912452102	3.250536735	1.331631463	2.441018274	0.014645914	0.043844554
ENSG00000134321.13	RSAD2	565.1313411	3.246637444	0.444668584	7.30125212	2.85E-13	3.49E-11
ENSG00000132170.24	PPARG	5.182136271	3.24382667	0.526955916	6.155783759	7.47E-10	3.72E-08
ENSG00000222009.8	BTBD19	72.68333482	3.236194715	0.443275683	7.300636691	2.86E-13	3.49E-11
ENSG00000066735.15	KIF26A	6.44080768	3.232676013	0.584563541	5.530067797	3.20E-08	9.43E-07
ENSG00000100968.14	NFATC4	1.565747642	3.232585003	1.075969303	3.004346864	0.002661517	0.011339364
ENSG00000123689.6	G0S2	432.9213179	3.21347214	0.435005098	7.387205696	1.50E-13	2.04E-11
ENSG00000109321.11	AREG	9.346275824	3.211124369	0.515784885	6.225704669	4.79E-10	2.51E-08
ENSG00000101187.16	SLCO4A1	4.632446417	3.206223981	0.512813479	6.25222252	4.05E-10	2.16E-08
ENSG00000061656.11	SPAG4	5.306933203	3.189345964	0.636385475	5.011657381	5.40E-07	1.01E-05
ENSG00000110492.16	MDK	6.880696908	3.176838399	0.515222384	6.165955711	7.01E-10	3.53E-08
ENSG00000101188.5	NTSR1	15.5397025	3.154685735	0.489629725	6.443002896	1.17E-10	7.45E-09
ENSG00000230778.2	ANKRD63	1.626054591	3.14147552	0.699502821	4.491011942	7.09E-06	8.63E-05
ENSG00000188157.15	AGRN	89.97826802	3.122919848	0.402622697	7.75644262	8.73E-15	1.93E-12
ENSG00000166920.13	C15orf48	2.515936157	3.11894528	0.900743222	3.462635305	0.000534913	0.003040796
ENSG00000127564.17	PKMYT1	7.493447845	3.114542205	0.425956153	7.311884528	2.63E-13	3.29E-11
ENSG00000115884.11	SDC1	4.048379155	3.111964891	0.566933786	5.489115254	4.04E-08	1.14E-06
ENSG00000079215.15	SLC1A3	11.05306358	3.110622503	0.39620952	7.850953454	4.13E-15	9.88E-13
ENSG00000179044.16	EXOC3L1	9.10581199	3.102932111	0.626503958	4.952773356	7.32E-07	1.31E-05
ENSG00000137959.17	IFI44L	564.4309398	3.083282469	0.480201099	6.420815107	1.36E-10	8.54E-09
ENSG00000163959.10	SLC51A	2.880999435	3.075029597	0.578021824	5.319919544	1.04E-07	2.51E-06
ENSG00000102837.7	OLFM4	13.12330868	3.070129594	0.486160377	6.315055156	2.70E-10	1.49E-08
ENSG00000275993.3	SIK1B	19.05985387	3.064110719	0.526789322	5.816577119	6.01E-09	2.18E-07
ENSG00000142089.17	IFITM3	756.4325662	3.05482257	0.319737694	9.554152143	1.25E-21	1.26E-18
ENSG00000086967.10	MYBPC2	2.168706257	3.049157401	0.689914126	4.419618745	9.89E-06	0.000113373
ENSG00000164556.7	FAM183BP	1.212784606	3.046089598	0.684246516	4.451742942	8.52E-06	0.000100356
ENSG00000181649.8	PHLDA2	1.291486451	3.045153795	0.6951544	4.380543077	1.18E-05	0.000132147
ENSG00000117525.14	F3	1.189469143	3.037482963	0.91861128	3.306603163	0.000944346	0.004820786
ENSG00000173372.17	C1QA	17.99540696	3.032824182	0.413693728	7.331085724	2.28E-13	2.93E-11
ENSG00000100448.4	CTSG	4.159090113	3.026607496	0.662723524	4.566923287	4.95E-06	6.44E-05
ENSG00000112149.10	CD83	116.9477872	3.021478249	0.312645504	9.664230598	4.28E-22	5.49E-19
ENSG00000107187.17	LHX3	1.051481501	3.011114693	1.131928629	2.660163032	0.007810284	0.026583591
ENSG00000164626.9	KCNK5	6.161630295	3.004417828	0.536022691	5.605019861	2.08E-08	6.49E-07
ENSG00000281990.1	IGHV1-69-2	4.353117621	2.998362674	0.820550077	3.654088588	0.000258097	0.001677251
ENSG00000186583.12	SPATC1	3.871767861	2.970459454	0.560493261	5.299723764	1.16E-07	2.77E-06
ENSG00000012223.13	LTF	99.35166895	2.967232535	0.371682676	7.983241425	1.43E-15	3.94E-13
ENSG00000063015.20	SEZ6	2.288191737	2.963048918	0.673979382	4.396349498	1.10E-05	0.00012431
ENSG00000211663.2	IGLV3-19	40.41001045	2.962908388	0.46163899	6.418236874	1.38E-10	8.61E-09
ENSG00000211896.7	IGHG1	1028.087398	2.961428233	0.450988541	6.566526564	5.15E-11	3.60E-09
ENSG00000139572.4	GPR84	6.845586416	2.960719685	0.433947368	6.822762166	8.93E-12	7.73E-10
ENSG00000113070.8	HBEGF	14.12542088	2.960031099	0.383516766	7.71812698	1.18E-14	2.38E-12
ENSG00000266265.4	KLF14	0.69506711	2.95763011	0.936285096	3.158899059	0.001583663	0.007448653
ENSG00000176236.6	RPP38-DT	1.752877553	2.956661106	0.826075796	3.579164432	0.000344695	0.002114456
ENSG00000126709.16	IFI6	347.9290934	2.951275945	0.382974269	7.706199046	1.30E-14	2.58E-12
ENSG00000223350.2	IGLV9-49	3.216037369	2.943981801	0.576433714	5.10723389	3.27E-07	6.66E-06
ENSG00000151364.17	KCTD14	0.913216119	2.943261381	0.910848612	3.231339812	0.001232114	0.006030265
ENSG00000090339.9	ICAM1	297.9290426	2.942029663	0.343744587	8.558766511	1.14E-17	5.69E-15
ENSG00000172602.11	RND1	1.168295788	2.94161141	0.722463708	4.071639004	4.67E-05	0.000410809
ENSG00000153902.14	LGI4	0.559053897	2.94036689	1.209564462	2.430930292	0.015060112	0.044752311
ENSG00000130595.19	TNNT3	37.0256046	2.933179174	0.385380815	7.611118818	2.72E-14	4.79E-12
ENSG00000128917.8	DLL4	1.399712113	2.933085206	0.886021997	3.310397727	0.000931635	0.0047751
ENSG00000215910.7	C1orf167	1.305328866	2.932613075	0.72851623	4.025460181	5.69E-05	0.000481485
ENSG00000184979.10	USP18	26.23522273	2.931734	0.48339625	6.064867067	1.32E-09	6.04E-08
ENSG00000169245.6	CXCL10	11.11789612	2.924583187	0.607681388	4.812691726	1.49E-06	2.37E-05
ENSG00000162510.6	MATN1	2.292425509	2.91141207	0.615249908	4.732080466	2.22E-06	3.29E-05
ENSG00000163958.14	ZDHHC19	5.903195548	2.906469489	0.494532571	5.877205378	4.17E-09	1.60E-07
ENSG00000173338.13	KCNK7	22.59359352	2.892217561	0.447327227	6.465552251	1.01E-10	6.51E-09
ENSG00000167513.9	CDT1	7.569379978	2.889121533	0.385044992	7.503334922	6.22E-14	9.24E-12
ENSG00000099860.9	GADD45B	258.0327797	2.878690532	0.338384939	8.507147324	1.78E-17	8.12E-15
ENSG00000126583.12	PRKCG	2.116340049	2.87517464	0.759389274	3.786167038	0.000152989	0.001096718
ENSG00000156113.24	KCNMA1	12.36775058	2.865193627	0.592357362	4.836934272	1.32E-06	2.14E-05
ENSG00000162949.16	CAPN13	2.144932219	2.855285007	0.668208782	4.273043223	1.93E-05	0.000196654
ENSG00000163874.11	ZC3H12A	166.9672342	2.84771146	0.32247323	8.830846077	1.04E-18	5.87E-16
ENSG00000160932.11	LY6E	739.9293953	2.81602942	0.301763655	9.33190387	1.04E-20	9.79E-18
ENSG00000129038.16	LOXL1	7.589702478	2.814089478	0.478326955	5.883192335	4.02E-09	1.55E-07
ENSG00000130203.10	APOE	0.912271864	2.807129472	0.968806312	2.897513607	0.003761334	0.014821673
ENSG00000185745.10	IFIT1	388.3356518	2.805950512	0.487407826	5.756884407	8.57E-09	2.95E-07
ENSG00000163072.16	NOSTRIN	0.529938706	2.805509033	1.053269815	2.663618563	0.007730516	0.026401219
ENSG00000185055.11	EFCAB10	0.659609662	2.803887548	0.773548389	3.624708667	0.000289287	0.001840149
ENSG00000107338.10	SHB	6.221211037	2.789274968	0.600148857	4.647638561	3.36E-06	4.62E-05
ENSG00000119917.15	IFIT3	660.3901229	2.778281888	0.458882297	6.05445428	1.41E-09	6.39E-08
ENSG00000079393.21	DUSP13	1.925439212	2.77521552	0.727902928	3.812617609	0.000137503	0.001008235
ENSG00000211946.3	IGHV3-20	9.224649095	2.768513131	0.517904023	5.345610404	9.01E-08	2.23E-06
ENSG00000146232.17	NFKBIE	161.6973526	2.763814585	0.339503113	8.14076361	3.93E-16	1.46E-13
ENSG00000124664.11	SPDEF	1.056400092	2.754920201	1.077123524	2.557664131	0.010537782	0.033707811
ENSG00000205710.4	C17orf107	69.51856001	2.75455565	0.441729187	6.235847061	4.49E-10	2.38E-08
ENSG00000101542.10	CDH20	0.500690466	2.749457978	1.125638126	2.442577162	0.014582812	0.043701993
ENSG00000185897.7	FFAR3	4.443109519	2.739592084	0.582238713	4.705272976	2.54E-06	3.67E-05
ENSG00000211625.2	IGKV3D-20	4.005257879	2.738706978	0.559352098	4.896212936	9.77E-07	1.68E-05
ENSG00000139549.4	DHH	0.879021511	2.734608933	0.885401839	3.088551225	0.00201135	0.009012764
ENSG00000005381.8	MPO	35.73484836	2.729553729	0.365740086	7.463096981	8.45E-14	1.22E-11
ENSG00000174871.11	CNIH2	8.26976876	2.718137377	0.439281216	6.187693158	6.11E-10	3.12E-08
ENSG00000225523.2	IGKV6D-21	1.01826448	2.713088166	0.811267351	3.344259032	0.000825027	0.004335537
ENSG00000085999.13	RAD54L	2.811963428	2.712316975	0.421082478	6.441296223	1.18E-10	7.50E-09
ENSG00000104067.17	TJP1	1.382141727	2.705020541	0.777663259	3.478395709	0.000504425	0.00290255
ENSG00000179869.15	ABCA13	43.24869374	2.70478131	0.381360816	7.092446831	1.32E-12	1.39E-10
ENSG00000185133.14	INPP5J	0.786074849	2.704747534	1.075888101	2.513967328	0.011938149	0.037341078
ENSG00000224940.9	PRRT4	5.233521031	2.702762596	0.664085089	4.069904055	4.70E-05	0.000413365
ENSG00000104611.12	SH2D4A	1.524905081	2.695868843	0.835181385	3.227884257	0.001247094	0.00609302
ENSG00000197599.12	CCDC154	9.134153667	2.695397958	0.500782368	5.382373925	7.35E-08	1.90E-06
ENSG00000112379.9	ARFGEF3	0.914175539	2.69109328	0.915034608	2.940974315	0.003271817	0.013282128
ENSG00000139971.15	ARMH4	1.067517489	2.684986712	0.857308782	3.131878234	0.001736919	0.007993678
ENSG00000137491.15	SLCO2B1	0.786584186	2.681431473	1.059887184	2.529921593	0.011408802	0.036001618
ENSG00000145632.15	PLK2	13.79506828	2.676498085	0.423091859	6.326044876	2.52E-10	1.40E-08
ENSG00000170091.11	NSG2	0.798004015	2.673701256	0.977890867	2.734150964	0.006254136	0.022280953
ENSG00000168062.10	BATF2	23.76014311	2.669551941	0.461819927	5.780504017	7.45E-09	2.62E-07
ENSG00000185168.5	LINC00482	4.150461412	2.669110433	0.517071192	5.161978608	2.44E-07	5.22E-06
ENSG00000167680.17	SEMA6B	8.934694109	2.669083935	0.46678439	5.718023128	1.08E-08	3.63E-07
ENSG00000244274.9	DBNDD2	3.186703655	2.668459999	0.699435556	3.815162064	0.000136094	0.000999459
ENSG00000181418.8	DDN	1.585907081	2.667993332	0.69973361	3.812870061	0.000137362	0.001007728
ENSG00000158104.11	HPD	1.326286647	2.66743619	0.72902764	3.658895828	0.000253304	0.001651052
ENSG00000185972.6	CCIN	8.627764072	2.663141733	0.41487268	6.419178367	1.37E-10	8.60E-09
ENSG00000100036.13	SLC35E4	8.898585233	2.661099445	0.462292509	5.756310976	8.60E-09	2.95E-07
ENSG00000274997.2	H2AC12	31.23508892	2.659930934	0.266445391	9.983024745	1.81E-23	2.55E-20
ENSG00000203995.10	ZYG11A	1.023993482	2.647249518	1.011672009	2.616707288	0.008878244	0.029444432
ENSG00000276368.2	H2AC14	28.75484205	2.636951385	0.347090116	7.597310512	3.02E-14	5.20E-12
ENSG00000172232.10	AZU1	9.567211142	2.636220217	0.429879412	6.132464469	8.65E-10	4.24E-08
ENSG00000239857.7	GET4	23.43223233	2.631550009	0.348079216	7.560204375	4.02E-14	6.45E-12
ENSG00000105976.16	MET	0.769293948	2.624636239	0.814561628	3.22214569	0.001272344	0.00619708
ENSG00000126562.17	WNK4	0.928839092	2.62316416	0.859657073	3.051407639	0.002277711	0.009981339
ENSG00000111331.14	OAS3	994.1734543	2.616314732	0.37639911	6.950905726	3.63E-12	3.44E-10
ENSG00000103269.14	RHBDL1	4.520308026	2.615161065	0.502285405	5.206524101	1.92E-07	4.27E-06
ENSG00000135436.8	FAM186B	0.972099143	2.615107722	0.820843177	3.185879832	0.001443145	0.00687015
ENSG00000012171.20	SEMA3B	16.31904317	2.61020282	0.336332201	7.760787736	8.44E-15	1.89E-12
ENSG00000158089.15	GALNT14	19.2426556	2.605471491	0.37233031	6.997742117	2.60E-12	2.55E-10
ENSG00000272636.4	DOC2B	4.191817337	2.605221718	0.533558006	4.882733818	1.05E-06	1.78E-05
ENSG00000104899.8	AMH	1.839523789	2.603411668	0.794417351	3.277133443	0.001048668	0.00526011
ENSG00000239839.7	DEFA3	29.70250095	2.602436896	0.538093135	4.836406054	1.32E-06	2.15E-05
ENSG00000135253.15	KCP	1.815138225	2.597383178	0.760783492	3.414089824	0.000639955	0.003511373
ENSG00000100314.4	CABP7	0.506414578	2.594663477	0.863742126	3.003979312	0.002664734	0.011340872
ENSG00000166183.16	ASPG	0.57785	2.588639595	1.020465233	2.536724927	0.011189484	0.035484062
ENSG00000081041.9	CXCL2	1.979903558	2.581252483	0.645024118	4.001792196	6.29E-05	0.000521347
ENSG00000170209.5	ANKK1	1.355718785	2.580522292	0.523780496	4.926724674	8.36E-07	1.47E-05
ENSG00000054598.9	FOXC1	2.884486437	2.577790822	0.633720576	4.067708892	4.75E-05	0.00041624
ENSG00000128271.22	ADORA2A	13.10227581	2.574809461	0.389573217	6.609308214	3.86E-11	2.78E-09
ENSG00000204099.12	NEU4	1.387273204	2.573864164	1.00120955	2.570754709	0.010147717	0.032672224
ENSG00000115604.12	IL18R1	139.8136022	2.56540144	0.347588062	7.380579835	1.58E-13	2.08E-11
ENSG00000117425.14	PTCH2	3.243619806	2.559565361	0.522026526	4.903132756	9.43E-07	1.63E-05
ENSG00000178342.4	KCNG2	2.613883312	2.556236639	0.74694986	3.422233241	0.00062109	0.00342315
ENSG00000168209.6	DDIT4	218.6271369	2.554131742	0.318608615	8.016518152	1.09E-15	3.20E-13
ENSG00000089558.9	KCNH4	1.194202966	2.539341223	0.85526796	2.969059221	0.00298713	0.012382773
ENSG00000121270.16	ABCC11	1.017319913	2.538627851	0.972170079	2.611300128	0.00901987	0.02983723
ENSG00000164821.5	DEFA4	5.944289107	2.537181564	0.57492239	4.413085326	1.02E-05	0.000116378
ENSG00000198723.11	TEX45	5.860280142	2.534396721	0.517433334	4.898015947	9.68E-07	1.66E-05
ENSG00000267855.6	NDUFA7	3.461269261	2.529411138	0.543437645	4.654464335	3.25E-06	4.52E-05
ENSG00000168269.10	FOXI1	0.682782156	2.524797876	0.803562484	3.142005664	0.001677948	0.007803702
ENSG00000284194.3	SCO2	135.1891224	2.522292353	0.314820908	8.011832415	1.13E-15	3.26E-13
ENSG00000017427.17	IGF1	1.729743458	2.518680912	0.837835207	3.006176979	0.00264555	0.011281551
ENSG00000130202.10	NECTIN2	29.33612564	2.518145998	0.325576825	7.734414135	1.04E-14	2.19E-12
ENSG00000137965.11	IFI44	241.8711557	2.517939082	0.405417722	6.210727718	5.27E-10	2.73E-08
ENSG00000196141.14	SPATS2L	43.58318078	2.5166106	0.373622909	6.735696721	1.63E-11	1.32E-09
ENSG00000163083.6	INHBB	5.476181543	2.515662097	0.594910096	4.22864247	2.35E-05	0.000231388
ENSG00000164304.16	CAGE1	1.314872949	2.515598854	0.81395092	3.090602632	0.001997508	0.008959269
ENSG00000183160.9	TMEM119	11.73756319	2.514174642	0.396741304	6.337063017	2.34E-10	1.32E-08
ENSG00000124469.12	CEACAM8	11.44849792	2.511773116	0.425290645	5.906015435	3.50E-09	1.40E-07
ENSG00000287080.2	H3C3	38.49440975	2.511254324	0.307298101	8.172046354	3.03E-16	1.16E-13
ENSG00000153234.15	NR4A2	62.77392631	2.506599378	0.338383287	7.407574416	1.29E-13	1.78E-11
ENSG00000134463.15	ECHDC3	19.33497121	2.506101815	0.400941062	6.250549145	4.09E-10	2.18E-08
ENSG00000102554.14	KLF5	29.93385424	2.503453343	0.384086184	6.517946874	7.13E-11	4.72E-09
ENSG00000168356.13	SCN11A	2.002894715	2.500518041	0.614359339	4.070122941	4.70E-05	0.000413234
ENSG00000100024.15	UPB1	20.85315793	2.500112765	0.340442927	7.343705996	2.08E-13	2.69E-11
ENSG00000110169.11	HPX	1.214756473	2.496845856	0.715791243	3.48823191	0.000486226	0.002814426
ENSG00000179698.14	WDR97	9.48656879	2.496222593	0.410148768	6.086139443	1.16E-09	5.41E-08
ENSG00000114270.18	COL7A1	15.98413614	2.483637559	0.433582426	5.728178565	1.02E-08	3.44E-07
ENSG00000100234.12	TIMP3	1.266158764	2.481522486	0.777554819	3.191443774	0.001415637	0.006768872
ENSG00000211658.2	IGLV3-27	3.307922904	2.481136403	0.596125017	4.162107499	3.15E-05	0.00029456
ENSG00000162783.11	IER5	326.3573865	2.474092332	0.324314635	7.628679271	2.37E-14	4.24E-12
ENSG00000049089.15	COL9A2	34.78613252	2.472510784	0.340532896	7.260710521	3.85E-13	4.57E-11
ENSG00000260428.3	SCX	1.730376075	2.468803476	0.65861549	3.748474659	0.000177913	0.001240734
ENSG00000148735.15	PLEKHS1	0.72375311	2.467552632	0.901336368	2.737660125	0.006187799	0.0221004
ENSG00000166839.17	ANKDD1A	22.95873505	2.467217694	0.35544118	6.941282642	3.89E-12	3.63E-10
ENSG00000135114.13	OASL	180.9108562	2.466608354	0.357310845	6.903256338	5.08E-12	4.63E-10
ENSG00000133106.15	EPSTI1	407.2987494	2.461043363	0.285363793	8.624231332	6.45E-18	3.50E-15
ENSG00000076706.17	MCAM	2.357159711	2.45869835	0.711370518	3.456283731	0.000547678	0.003092193
ENSG00000260220.7	CCDC187	2.690468031	2.454285159	0.712034723	3.446861618	0.000567139	0.003182146
ENSG00000185499.16	MUC1	2.554777988	2.450379562	0.495600491	4.944263789	7.64E-07	1.36E-05
ENSG00000152766.6	ANKRD22	19.40948852	2.450349336	0.517639856	4.733695263	2.20E-06	3.28E-05
ENSG00000105219.10	CCNP	1.329900113	2.447891624	0.883135662	2.771818338	0.005574414	0.02033674
ENSG00000144802.11	NFKBIZ	774.6208111	2.44749023	0.274114444	8.928716762	4.31E-19	2.53E-16
ENSG00000169750.9	RAC3	1.117207228	2.445551834	0.933182021	2.62065897	0.008776	0.029174104
ENSG00000185347.18	TEDC1	36.86233692	2.444371644	0.385590312	6.339297353	2.31E-10	1.31E-08
ENSG00000160867.15	FGFR4	1.989565586	2.442776951	0.629268801	3.881929231	0.000103631	0.000795406
ENSG00000197561.7	ELANE	13.61344995	2.439804182	0.46794322	5.213889373	1.85E-07	4.16E-06
ENSG00000269220.1	LINC00528	56.40628232	2.433395805	0.299232093	8.13213509	4.22E-16	1.49E-13
ENSG00000278463.2	H2AC4	15.75237512	2.431005266	0.315752356	7.69908829	1.37E-14	2.65E-12
ENSG00000095739.11	BAMBI	4.421683946	2.430606846	0.407482346	5.964937795	2.45E-09	1.03E-07
ENSG00000172828.13	CES3	0.456034045	2.428715194	0.982831717	2.471140432	0.013468292	0.041201764
ENSG00000112245.13	PTP4A1	9.942783581	2.425784833	0.406172029	5.97230892	2.34E-09	9.95E-08
ENSG00000211965.4	IGHV3-49	15.64280053	2.42393416	0.453904997	5.340179501	9.29E-08	2.28E-06
ENSG00000175544.14	CABP4	5.059472461	2.4212524	0.508715489	4.759541341	1.94E-06	2.96E-05
ENSG00000273983.1	H3C8	31.72633818	2.420969085	0.404361882	5.987134768	2.14E-09	9.24E-08
ENSG00000184557.4	SOCS3	426.1015882	2.419076405	0.313373201	7.719474416	1.17E-14	2.38E-12
ENSG00000244575.3	IGKV1-27	11.20608701	2.417624901	0.410308207	5.892216771	3.81E-09	1.49E-07
ENSG00000104941.8	RSPH6A	0.831290197	2.41563163	0.753780652	3.20468776	0.001352091	0.006522474
ENSG00000211659.2	IGLV3-25	28.18195811	2.409861471	0.384374927	6.269559488	3.62E-10	1.96E-08
ENSG00000205022.9	PABPN1L	3.398352911	2.405595688	0.611591783	3.933335524	8.38E-05	0.000669206
ENSG00000105376.5	ICAM5	4.21687357	2.403720545	0.441208623	5.448036188	5.09E-08	1.39E-06
ENSG00000179954.16	SSC5D	1.072638006	2.402559893	0.634441011	3.786892477	0.000152543	0.001095191
ENSG00000255185.6	PDXDC2P	1.899399348	2.399378895	0.560753581	4.278847207	1.88E-05	0.000192848
